document_name,sentence,label
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Evelyn, Seville, Yarra Junction, Warburton, Healesville and Yarra Glen.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,This is a Sec'n.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"1.03 Implementation of the Regional Strategy Plan The Regional Strategy Plan, with the repeal of the Authority’s Act, is now prepared, amendedand administeredunderthePlanningandEnvironment Act.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Rural landscapes are one of the Region's greatest attributes and assets.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Landscape Living Buffer Policy Area Overview The Landscape Living Buffer Policy Areas provide a buffer between urban and rural areas to the north and west of Lilydale, to protect farming activities from incompatible urban land uses and prevent urban expansion into rural areas of the Yarra Valley.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Wandin North (Warburton Undisturbedsmall standofnativevegetation.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"53 93/0201 Allow an Indoor Recreation ** approved, not yet Centre on flood - prone incorporated in Land, Yarra Junction strategy plan Amendment no.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Both `developed' and `natural' parks within the Region attract thousands of visitors annually.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"These programs are designed to jointly satisfy the environmental impact question, and also to help landowners facing difficulties withtheseproblem subdivisions.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Hv5 Maroondah ReservoirCatchment Contains relativelyundisturbed forestedareas.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"16.15 Tourist accommodation The use or development of land for tourist accommodation must be controlled to protect the amenity of residents and the visual and environmental capacity of the area, and to ensure consideration is given to the primary purposes of the relevant policy area for the land.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"9442T3, Am 89 6 March, 1996) prepared by Millar and Merrigan, and proposed Lots 1 and 3 used for a single house, subject to the grant of a permit by the responsible authority CA 126 Badger Creek Rd, Healesville 4.09 5.17 Land generally bounded by the southern boundaries of part CA 128 Am 89 and lots 44, 45, 49, 54 and 55 and Reserve on PS 302637, Don Rd, and the northern boundary of CA 126 and Badger Creek Rd; Lot 4 and Lots 10 to 19, LP 6192 and Lots 1, 8-14 and 17, LP 51693 and CP 101585 Toora Cres; CA 105 Badger Creek Rd; CA 102 Badger Creek Rd; may be subdidvided and used for one house only if: * the proposed use and development is allowed under an approved amendment under the relevant planning scheme; * the approved planning scheme amendment has been exhibited and any submissions have been considered under Part 3 of the Planning and Environment Act Land at 59 (Lot 75 LP 9989) Coutneys Rd, Belgrave South, may be 5.17 subdivided and used for one house only if: Am 89 * the proposed use and development is allowed under an approved amendment under the relevant planning scheme; * the approved planning scheme amendment has been exhibited and any submissions have been considered under Part 3 of the Planning and Environment Act CA 46A, CA’s F F1 and 20, Parish of Nangana, Merrets Rd, 5.17 Kennedy Rd and land bounded by Cherry Rd, Spillers Rd, Am 89 Tschampions Rd, Smethurst Rd, Macclesfield, may only be subdivided and used only if: * the proposed use and development is allowed under an approved amendment under the relevant planning scheme; * the approved planning scheme amendment has been exhibited and any submissions have been considered under Part 3 of the Planning and Environment Act REGIONAL STRATEGY PLAN - SCHEDULE SIX - EXEMPTIONS TO THE R.S.P.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt," Where reticulated sewerage is not available, the site must be of sufficient size to enableproperon-sitetreatment anddisposal ofall wastes.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"4.05 Construction of buildings The construction of buildings, including houses and farm buildings, in Landscape Living Policy Areas must be carried out in a manner compatible with the maintenance and protection of landscape character, water resources, indigenous and significant exotic flora, indigenous fauna, and the existing residential character, as providing acceptable standards ofresidential health,safetyandamenity.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Where a reticulated sewerage system is not provided, all wastes emanating from the use or development of land must be capable of being treated on that land, with the effluent beingeithercontainedwithinthelandordisposedoftoanapproveddischargepoint.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Intensive Agricultural 2 Policy Areas Overview The Intensive Agricultural 2 Policy Area generally comprises red soil areas at Hoddles Creek.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"41-43 Killara Road, Coldstream may be consolidated into one 4.09 parcel and be re subdivided into 2 lots if the following conditions are Am 75 met:  both new lots must have access to Killara Road;  the owners of the new lots must enter into agreements under Section 173 of the Planning and Environment Act to prohibit further subdivision of their land,  the subdivision must be subject to the grant of a permit.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt, Whether the subdivision of any land within the Region should be prohibited regulatedor permittedonlysubject toconditions.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,74 Correction for Heritage Golf Course Amendment no.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt, Using irregular clearing patterns along easements or roads within which utility services arelocated.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,There is evidence of greater interest in unstructured outdoor activities such as walking and cycling within `natural' settings.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,UpperYarra Dam 67.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"As part of an overall economic and social development strategy, the establishment of adequate tertiaryeducation opportunities will be encouraged so as to stop the leakage of secondary school graduates (and hence future skilled workforce) from the Region, and to provide new avenues for the Region's workforce to increase and/or diversify their skills.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"It is important therefore that anynew industries to be attracted to the Region exhibit a high level of community acceptance, achieve compatibility with the environment andmaintenanceofamenity.",
Using-Victorias-Planning-System.txt,"CHAPTER 3 – Planning Permits - Page | 109 Using Victoria’s Planning System Planning and Environment Act 1987 PEA s 60(1) The PE Act specifies that the responsible authority, when deciding an application, must consider: • the relevant planning scheme • the objectives of planning in Victoria • all objections or submissions that have been received up to the time of making a decision • any decision or comment of a referral authority • any significant effects that the proposal may have on the environment, or the environment may have on the proposal • any significant social or economic effects that the proposal may have.",
